uid,uname,gender,zodiac,last_seen,duty,vip,IsFemale,IsNA,login,post,life,uscore,ycf,isDuty,isBM,isManager,isVIP
6546,Hanrina,Å®,ÄµÑò×ù,2017/10/24 7:14,user,NA,1,0,692,55,347,2.6,0,0,0,0,0
6547,IceecI,ÄÐ,ÌìÐ«×ù,2016/8/12 8:15,user,NA,0,0,357,21,131,2.3,0,0,0,0,0
6548,jjdblast,ÄÐ,Ë®Æ¿×ù,2018/1/26 21:28,user,NA,0,0,350,7,119,0.4,0,0,0,0,0
6549,SmallX,ÄÐ,ÌìÐ«×ù,2018/1/24 9:31,user,NA,0,0,11493,32479,661,6,2,0,0,0,0
6550,sdxmonkey,ÄÐ,ÌìÐ«×ù,2017/8/31 16:55,user,NA,0,0,723,230,516,3.1,0,0,0,0,0
6551,wyjthh,±£ÃÜ,Ìì³Ó×ù,2017/10/26 18:58,user,NA,0,1,5,0,27,0.2,0,0,0,0,0
6552,starburst,ÄÐ,±£ÃÜ,2017/12/12 0:17,user,NA,0,0,969,1,318,0.4,0,0,0,0,0
6553,wanglxiao,±£ÃÜ,±£ÃÜ,2018/1/19 0:45,user,NA,0,1,178,13,111,1.3,0,0,0,0,0
6554,DDFFWYBLXY,ÄÐ,Ê¨×Ó×ù,2018/1/16 14:36,user,NA,0,0,39,0,109,0.3,0,0,0,0,0
6555,kukkuk,ÄÐ,¾ÞÐ·×ù,2017/8/3 15:00,user,NA,0,0,111,2,188,0.6,0,0,0,0,0
6556,bdwqthigher,ÄÐ,¾ÞÐ·×ù,2017/8/22 9:57,user,NA,0,0,179,103,469,2.8,0,0,0,0,0
6557,Percival,±£ÃÜ,´¦Å®×ù,2017/12/11 23:13,user,NA,0,1,310,2,618,2,0,0,0,0,0
6558,FREEDOMFIRST,Å®,Ìì³Ó×ù,2017/9/13 7:29,user,NA,1,0,1992,428,528,3.3,0,0,0,0,0
6559,myneoPKU,ÄÐ,Ä¦ôÉ×ù,2018/1/26 10:18,user,NA,0,0,38,0,28,0,0,0,0,0,0
6560,xyzpku,ÄÐ,ÄµÑò×ù,2017/8/31 16:55,user,NA,0,0,867,292,516,3.2,0,0,0,0,0
6561,worth,ÄÐ,Ë«Óã×ù,2018/1/25 13:29,user,NA,0,0,1426,21,662,2.3,0,0,0,0,0
6562,DuskInTown,±£ÃÜ,Ë«×Ó×ù,2017/12/23 18:42,user,NA,0,1,153,6,85,0.6,0,0,0,0,0
6563,xhwudijdg,±£ÃÜ,¾ÞÐ·×ù,2018/1/11 23:58,user,NA,0,1,10,0,104,0.2,0,0,0,0,0
6564,SophiaHa,±£ÃÜ,±£ÃÜ,2017/12/18 12:15,user,NA,0,1,37,0,79,0.9,0,0,0,0,0
6565,keyes,±£ÃÜ,±£ÃÜ,2018/1/27 11:30,user,NA,0,1,2036,2154,364,3.2,1,0,0,0,0
6566,CompileError,±£ÃÜ,Ìì³Ó×ù,2018/1/26 19:20,°æÎñ,NA,0,1,11918,16316,776,7.5,9,1,1,0,0
6567,wangmi,Å®,ÄµÑò×ù,2018/1/24 16:40,user,NA,1,0,50,4,117,0.3,0,0,0,0,0
6568,lijinsha,ÄÐ,´¦Å®×ù,2018/1/26 20:33,user,NA,0,0,2895,256,664,3.1,0,0,0,0,0
6569,bacia,ÄÐ,ÉäÊÖ×ù,2016/10/19 14:30,user,NA,0,0,2661,1737,199,4,0,0,0,0,0
6570,lnsyhpzx,ÄÐ,±£ÃÜ,2018/1/3 1:28,user,NA,0,0,23,0,95,0.5,0,0,0,0,0
6571,moyixi,ÄÐ,ÉäÊÖ×ù,2018/1/27 10:03,user,NA,0,0,3863,128,574,2.8,0,0,0,0,0
6572,xiaoxi,Å®,Ê¨×Ó×ù,2017/5/16 13:33,user,NA,1,0,1921,9,408,2.1,0,0,0,0,0
6573,knaggy,Å®,Ìì³Ó×ù,2016/12/13 18:17,user,NA,1,0,722,169,255,2.9,0,0,0,0,0
6574,junryong,ÄÐ,Ìì³Ó×ù,2017/7/3 22:59,user,NA,0,0,198,15,367,2.2,0,0,0,0,0
6575,ZHAOCHUNYUE,ÄÐ,Ê¨×Ó×ù,2018/1/27 12:36,user,NA,0,0,903,2,364,1.1,0,0,0,0,0
6576,bettyjerry,Å®,´¦Å®×ù,2018/1/22 16:43,user,NA,1,0,547,9,115,1.9,0,0,0,0,0
6577,Vitain,ÄÐ,Ë®Æ¿×ù,2017/9/5 15:02,user,NA,0,0,967,37,521,2.4,0,0,0,0,0
6578,yuejinfeng,ÄÐ,Ë«Óã×ù,2017/11/26 19:12,user,NA,0,0,470,54,426,2.6,0,0,0,0,0
6579,panjinhua,±£ÃÜ,Ë®Æ¿×ù,2018/1/26 18:25,user,NA,0,1,1911,503,664,3.4,0,0,0,0,0
6580,soulreaper,ÄÐ,Ä¦ôÉ×ù,2018/1/3 11:52,user,NA,0,0,2,0,5,0,0,0,0,0,0
6581,loveavril,Å®,Ìì³Ó×ù,2018/1/26 10:05,user,NA,1,0,2293,645,663,3.5,0,0,0,0,0
6582,mazesever,ÄÐ,ÌìÐ«×ù,2018/1/21 11:59,user,NA,0,0,1275,196,658,3,0,0,0,0,0
6583,Lotayou,ÄÐ,Ë«×Ó×ù,2017/12/15 14:47,user,NA,0,0,129,18,622,2.3,0,0,0,0,0
6584,wuliaoke,ÄÐ,ÌìÐ«×ù,2016/5/27 18:47,user,NA,0,0,466,128,55,2.8,0,0,0,0,0
6585,lfengjiezlz,ÄÐ,±£ÃÜ,2017/12/18 22:57,user,NA,0,0,10,1,80,0.1,0,0,0,0,0
6586,Annieqin,Å®,ÉäÊÖ×ù,2018/1/26 14:29,user,NA,1,0,2,0,28,0,0,0,0,0,0
6587,whfantasy,ÄÐ,Ë®Æ¿×ù,2018/1/9 1:39,user,NA,0,0,94,0,101,1.8,0,0,0,0,0
6588,qiongr,±£ÃÜ,±£ÃÜ,2017/9/2 16:49,°æÎñ,NA,0,1,5226,4492,518,4.6,0,1,1,0,0
6589,Georgius,ÄÐ,Ê¨×Ó×ù,2017/12/3 17:55,user,NA,0,0,1452,0,610,2,0,0,0,0,0
6590,charlie,ÄÐ,Ë«Óã×ù,2018/1/3 19:19,user,NA,0,0,34,0,96,0.9,0,0,0,0,0
6591,troyes,Å®,Ê¨×Ó×ù,2018/1/27 1:11,user,NA,1,0,404,7,119,1.1,0,0,0,0,0
6592,Mrchenhaha,ÄÐ,ÄµÑò×ù,2017/11/26 18:33,user,NA,0,0,7,1,58,0.1,0,0,0,0,0
6593,lht,ÄÐ,Ë«Óã×ù,2018/1/1 7:32,user,NA,0,0,960,72,543,2.6,0,0,0,0,0
6594,reaudumn,ÄÐ,Ë«Óã×ù,2018/1/17 22:24,user,NA,0,0,552,14,110,2,0,0,0,0,0
6595,henianhexi,±£ÃÜ,±£ÃÜ,2018/1/9 11:27,user,NA,0,1,7,2,101,0.1,0,0,0,0,0
6596,yangkangde,ÄÐ,ÌìÐ«×ù,2016/6/21 22:39,user,NA,0,0,4298,1,80,2,0,0,0,0,0
6597,wellwell,ÄÐ,´¦Å®×ù,2018/1/12 17:35,user,NA,0,0,592,82,650,2.7,0,0,0,0,0
6598,Beleader,ÄÐ,½ðÅ£×ù,2017/4/11 19:11,user,NA,0,0,298,62,374,2.6,0,0,0,0,0
6599,xinxinbowen,Å®,ÉäÊÖ×ù,2017/11/21 20:51,user,NA,1,0,785,40,598,2.5,0,0,0,0,0
6600,sherryzeng,±£ÃÜ,±£ÃÜ,2017/9/22 21:50,user,NA,0,1,118,13,247,2.2,0,0,0,0,0
6601,rsyiyi,±£ÃÜ,±£ÃÜ,2018/1/23 12:47,user,NA,0,1,2,0,25,0,0,0,0,0,0
6602,lyyb,ÄÐ,ÄµÑò×ù,2018/1/27 9:36,user,NA,0,0,258,5,119,0.6,0,0,0,0,0
6603,YipZLF,±£ÃÜ,±£ÃÜ,2018/1/17 15:22,user,NA,0,1,145,6,110,1.2,0,0,0,0,0
6604,jiyusi,ÄÐ,ÌìÐ«×ù,2017/12/19 20:53,°æÎñ,NA,0,0,2901,8839,626,5.1,2,1,1,0,0
6605,Allegrece,±£ÃÜ,±£ÃÜ,2018/1/24 17:36,user,NA,0,1,1,0,27,0,0,0,0,0,0
6606,algebralover,ÄÐ,Ä¦ôÉ×ù,2017/12/22 6:56,user,NA,0,0,829,0,482,2,0,0,0,0,0
6607,andongqd,ÄÐ,ÌìÐ«×ù,2018/1/26 22:32,user,NA,0,0,1162,2,364,1.7,0,0,0,0,0
6608,wooq,ÄÐ,Ë®Æ¿×ù,2017/2/23 11:42,user,NA,0,0,4114,1658,326,4,0,0,0,0,0
6609,YulinChen,Å®,Ä¦ôÉ×ù,2017/12/7 8:35,user,NA,1,0,67,1,68,0.3,0,0,0,0,0
6610,TildeAlter,±£ÃÜ,±£ÃÜ,2017/12/27 15:40,user,NA,0,1,100,66,89,0.8,0,0,0,0,0
6611,yukotien,Å®,Ë«Óã×ù,2017/11/2 8:34,user,NA,1,0,186,104,578,2.8,0,0,0,0,0
6612,claymoreover,±£ÃÜ,±£ÃÜ,2018/1/26 23:24,user,NA,0,1,1398,59,664,2.6,0,0,0,0,0
6613,giraffe,ÄÐ,±£ÃÜ,2018/1/26 18:10,user,NA,0,0,141,71,119,0.7,0,0,0,0,0
6614,littled,ÄÐ,Ê¨×Ó×ù,2018/1/26 11:20,user,NA,0,0,471,110,418,2.8,0,0,0,0,0
6615,yqforever,Å®,ÉäÊÖ×ù,2017/12/14 12:46,user,NA,1,0,3511,1229,620,3.9,0,0,0,0,0
6616,dummy,ÄÐ,ÉäÊÖ×ù,2018/1/13 21:59,user,NA,0,0,1171,368,651,3.3,0,0,0,0,0
6617,honsun,ÄÐ,Ë®Æ¿×ù,2017/6/29 15:25,user,NA,0,0,2824,629,453,3.5,0,0,0,0,0
6618,yukinohana,±£ÃÜ,¾ÞÐ·×ù,2017/11/22 18:29,user,NA,0,1,20,20,54,0.5,0,0,0,0,0
6619,shmily,Å®,´¦Å®×ù,2018/1/25 21:26,user,NA,1,0,38,1,118,0.7,0,0,0,0,0
6620,snowleopard,ÄÐ,Ë«Óã×ù,2018/1/24 15:04,user,NA,0,0,1432,456,662,3.4,0,0,0,0,0
6621,teeree,ÄÐ,´¦Å®×ù,2017/11/22 4:14,user,NA,0,0,260,33,598,2.4,0,0,0,0,0
6622,purplerhythm,Å®,±£ÃÜ,2018/1/9 13:58,user,NA,1,0,3,0,11,0,0,0,0,0,0
6623,tiantianwang,ÄÐ,ÉäÊÖ×ù,2018/1/26 21:42,user,NA,0,0,401,7,119,1.1,0,0,0,0,0
6624,artell,Å®,ÌìÐ«×ù,2017/3/30 12:06,user,NA,1,0,1430,526,361,3.4,2,0,0,0,0
6625,JV,ÄÐ,ÄµÑò×ù,2018/1/1 17:27,user,NA,0,0,359,18,94,1.3,0,0,0,0,0
6626,maybegod,ÄÐ,ÄµÑò×ù,2018/1/24 22:34,user,NA,0,0,3224,3,662,2,0,0,0,0,0
6627,Nicoleee,Å®,ÄµÑò×ù,2018/1/10 19:55,user,NA,1,0,1572,1,103,1.8,0,0,0,0,0
6628,liuxiaopku,ÄÐ,Ìì³Ó×ù,2018/1/19 9:25,user,NA,0,0,890,12,568,2.2,0,0,0,0,0
6629,wswm,Å®,ÄµÑò×ù,2018/1/3 22:56,user,NA,1,0,1349,81,96,2.2,0,0,0,0,0
6630,npcfish,ÄÐ,ÄµÑò×ù,2017/12/21 9:48,user,NA,0,0,13,17,82,0.3,0,0,0,0,0
6631,XNHZC,±£ÃÜ,±£ÃÜ,2018/1/26 5:59,user,NA,0,1,49,4,118,0.3,0,0,0,0,0
6632,fxyz,ÄÐ,Ë«Óã×ù,2016/7/15 8:28,user,NA,0,0,188,78,103,2.7,0,0,0,0,0
6633,zywupku,ÄÐ,Ìì³Ó×ù,2018/1/27 13:57,user,NA,0,0,1659,50,505,2.5,0,0,0,0,0
6634,EastRainju,ÄÐ,Ë«Óã×ù,2018/1/27 10:58,user,NA,0,0,1526,93,364,2.6,0,0,0,0,0
6635,HappySimon,ÄÐ,±£ÃÜ,2018/1/20 13:58,user,NA,0,0,4,0,22,0,0,0,0,0,0
6636,xiaonianzi,±£ÃÜ,ÌìÐ«×ù,2017/11/5 21:17,user,NA,0,1,10,0,37,0.1,0,0,0,0,0
6637,jxf,ÄÐ,Ä¦ôÉ×ù,2018/1/27 9:53,user,NA,0,0,2523,174,664,3,0,0,0,0,0
6638,GeminiBear,±£ÃÜ,±£ÃÜ,2017/11/30 9:46,user,NA,0,1,1014,605,606,3.5,0,0,0,0,0
6639,jajavivi,ÄÐ,Ë®Æ¿×ù,2017/6/12 13:20,user,NA,0,0,640,115,435,2.8,0,0,0,0,0
6640,leitianba,ÄÐ,±£ÃÜ,2018/1/20 10:22,user,NA,0,0,50,1,112,0.4,0,0,0,0,0
6641,biwuxia,ÄÐ,Ìì³Ó×ù,2018/1/2 0:01,user,NA,0,0,575,423,639,3.3,0,0,0,0,0
6642,ball,ÄÐ,Ë«×Ó×ù,2017/2/14 21:25,user,NA,0,0,448,174,318,3,1,0,0,0,0
6643,bbh,ÄÐ,Ë®Æ¿×ù,2017/9/11 21:03,user,NA,0,0,792,57,527,2.6,0,0,0,0,0
6644,VeronicaZH,Å®,ÄµÑò×ù,2017/11/5 16:45,user,NA,1,0,4,0,37,0.2,0,0,0,0,0
6645,jinqiyin,ÄÐ,Ìì³Ó×ù,2018/1/25 14:58,user,NA,0,0,376,2,118,0.8,0,0,0,0,0
6646,littleshen,Å®,ÌìÐ«×ù,2018/1/3 20:55,user,NA,1,0,118,5,96,1.1,0,0,0,0,0
6647,qiyangliu,ÄÐ,ÉäÊÖ×ù,2017/12/20 18:00,user,NA,0,0,123,9,82,1.8,0,0,0,0,0
6648,yrc,Å®,´¦Å®×ù,2018/1/27 14:28,user,NA,1,0,2628,16,664,2.2,0,0,0,0,0
6649,jiayoubaolai,±£ÃÜ,±£ÃÜ,2018/1/20 12:26,user,NA,0,1,3,0,22,0,0,0,0,0,0
6650,skyofstars,ÄÐ,Ê¨×Ó×ù,2018/1/15 13:37,user,NA,0,0,556,64,107,2.1,0,0,0,0,0
6651,yxs,ÄÐ,Ê¨×Ó×ù,2018/1/14 19:41,user,NA,0,0,2297,1833,652,4.1,0,0,0,0,0
6652,yi,ÄÐ,Ë«×Ó×ù,2018/1/21 0:21,user,NA,0,0,113,7,113,0.5,0,0,0,0,0
6653,larwdk,ÄÐ,±£ÃÜ,2017/10/5 18:58,user,NA,0,0,12,0,6,0.2,0,0,0,0,0
6654,zmd,ÄÐ,ÉäÊÖ×ù,2017/12/28 21:51,user,NA,0,0,11,1,90,0.5,0,0,0,0,0
6655,nilnil,ÄÐ,Ë«Óã×ù,2018/1/16 20:37,user,NA,0,0,96,14,354,0.6,0,0,0,0,0
6656,sarahlyq,Å®,´¦Å®×ù,2016/12/21 20:58,user,NA,1,0,3438,136,263,2.9,0,0,0,0,0
6657,HOUJIA,Å®,Ë«×Ó×ù,2017/2/21 23:41,user,NA,1,0,1883,259,325,3.1,0,0,0,0,0
6658,Stemo,ÄÐ,Ä¦ôÉ×ù,2017/12/6 23:40,user,NA,0,0,628,39,68,2.4,5,0,0,0,0
6659,Emar,Å®,ÉäÊÖ×ù,2018/1/8 8:50,user,NA,1,0,967,46,645,2.5,0,0,0,0,0
6661,Tomoyo,ÄÐ,±£ÃÜ,2018/1/27 14:27,user,NA,0,0,1927,123,364,1.3,1,0,0,0,0
6662,diels,ÄÐ,Ä¦ôÉ×ù,2016/7/7 21:29,user,NA,0,0,125,24,80,2.3,0,0,0,0,0
6663,hellolxw,ÄÐ,±£ÃÜ,2017/12/5 21:45,user,NA,0,0,16,5,67,0.5,0,0,0,0,0
6664,littleapril,Å®,Ìì³Ó×ù,2018/1/15 11:41,user,NA,1,0,188,3,107,1.7,0,0,0,0,0
6665,ajjj,Å®,ÉäÊÖ×ù,2017/8/27 22:52,user,NA,1,0,1407,89,512,2.7,0,0,0,0,0
6666,hujf,ÄÐ,Ä¦ôÉ×ù,2017/10/21 17:08,user,NA,0,0,301,94,567,2.7,0,0,0,0,0
6667,litangpeng,ÄÐ,Ä¦ôÉ×ù,2017/8/10 11:15,user,NA,0,0,716,54,194,1.9,0,0,0,0,0
6668,zjwu,ÄÐ,ÄµÑò×ù,2017/7/17 8:57,user,NA,0,0,2300,146,470,2.9,0,0,0,0,0
6669,aliceeleven,Å®,±£ÃÜ,2017/3/1 17:38,user,NA,1,0,1259,703,333,3.6,1,0,0,0,0
6670,wuruiyang,ÄÐ,Ä¦ôÉ×ù,2018/1/27 13:52,user,NA,0,0,3639,361,664,3.3,0,0,0,0,0
6671,Joysanwan,Å®,Ìì³Ó×ù,2017/12/29 14:13,user,NA,1,0,9,1,90,0.1,0,0,0,0,0
6672,qiushu,±£ÃÜ,±£ÃÜ,2018/1/26 15:06,user,NA,0,1,1,0,29,0,0,0,0,0,0
6673,abeljl,ÄÐ,ÄµÑò×ù,2018/1/27 13:20,user,NA,0,0,111,0,119,0,0,0,0,0,0
6674,sunday,ÄÐ,Ë®Æ¿×ù,2017/12/15 8:13,user,NA,0,0,588,57,621,2.6,0,0,0,0,0
6675,syzx,Å®,ÄµÑò×ù,2016/10/30 21:09,user,NA,1,0,210,120,211,2.8,0,0,0,0,0
6676,thirdeeg,ÄÐ,±£ÃÜ,2018/1/25 11:15,user,NA,0,0,597,4,117,0.7,0,0,0,0,0
6677,morehappy,ÄÐ,´¦Å®×ù,2017/12/4 9:08,user,NA,0,0,434,22,65,1.5,0,0,0,0,0
6678,endersalome,Å®,ÌìÐ«×ù,2016/12/5 5:16,user,NA,1,0,7158,1634,246,4,5,0,0,0,0
6679,zplemx,ÄÐ,´¦Å®×ù,2018/1/24 14:30,user,NA,0,0,145,8,116,1.9,0,0,0,0,0
6680,elenju,Å®,´¦Å®×ù,2017/11/25 0:33,user,NA,1,0,1843,598,601,3.5,0,0,0,0,0
6681,zzzMdzz,ÄÐ,±£ÃÜ,2018/1/27 9:29,user,NA,0,0,104,6,119,0.7,0,0,0,0,0
6682,smwy,ÄÐ,ÌìÐ«×ù,2017/12/10 10:05,user,NA,0,0,485,1,318,2,0,0,0,0,0
6683,beyoud,ÄÐ,Ä¦ôÉ×ù,2018/1/19 16:11,user,NA,0,0,1664,357,657,3.3,0,0,0,0,0
6684,beeant,ÄÐ,½ðÅ£×ù,2017/12/29 18:04,user,NA,0,0,3029,215,636,3,0,0,0,0,0
6685,comdex,ÄÐ,Ë®Æ¿×ù,2016/10/30 10:16,user,NA,0,0,3508,13488,210,5.4,0,0,0,0,0
6686,youyaoqi,Å®,Ìì³Ó×ù,2018/1/9 17:06,user,NA,1,0,200,4,102,1.9,0,0,0,0,0
6687,liminyan,ÄÐ,´¦Å®×ù,2018/1/23 12:58,user,NA,0,0,1,0,25,0,0,0,0,0,0
6688,pkuzdj,ÄÐ,½ðÅ£×ù,2018/1/26 17:45,user,NA,0,0,572,10,119,1.4,0,0,0,0,0
6689,dbblzh,Å®,Ë«Óã×ù,2018/1/20 12:28,user,NA,1,0,3,0,22,0,0,0,0,0,0
6690,wlc,ÄÐ,Ë«×Ó×ù,2018/1/12 15:04,user,NA,0,0,21,0,105,0,0,0,0,0,0
6691,keai,Å®,½ðÅ£×ù,2018/1/26 16:06,user,NA,1,0,725,110,364,2.2,0,0,0,0,0
6692,disdwell,ÄÐ,Ä¦ôÉ×ù,2017/11/28 21:10,user,NA,0,0,21,2,60,0.4,0,0,0,0,0
6693,dearlyy,Å®,ÌìÐ«×ù,2017/10/12 13:05,user,NA,1,0,4,0,12,0.2,0,0,0,0,0
6694,KelleyYang,ÄÐ,Ä¦ôÉ×ù,2018/1/27 13:22,user,NA,0,0,137,11,364,0.7,0,0,0,0,0
6695,qyLee,Å®,¾ÞÐ·×ù,2016/8/25 16:41,user,NA,1,0,140,3,145,2,0,0,0,0,0
6696,wgj,±£ÃÜ,±£ÃÜ,2018/1/23 21:03,user,NA,0,1,2,1,26,0,0,0,0,0,0
6697,yangyangyang,Å®,¾ÞÐ·×ù,2016/10/10 13:06,user,NA,1,0,846,234,190,3.1,0,0,0,0,0
6698,taozi,±£ÃÜ,Ä¦ôÉ×ù,2018/1/27 14:29,user,NA,0,1,1032,229,364,2.2,0,0,0,0,0
6699,gaoak,ÄÐ,±£ÃÜ,2017/12/18 20:09,user,NA,0,0,10,0,80,0.1,0,0,0,0,0
6700,ILYT,ÄÐ,ÄµÑò×ù,2018/1/7 22:56,user,NA,0,0,5,0,100,0,0,0,0,0,0
6701,clarkecho,ÄÐ,Ë«×Ó×ù,2017/6/8 21:18,user,NA,0,0,660,294,432,3.2,0,0,0,0,0
6702,mybayern,Å®,ÌìÐ«×ù,2017/12/24 18:16,user,NA,1,0,1611,148,631,2.9,0,0,0,0,0
6703,yzzxdxn,Å®,½ðÅ£×ù,2017/12/15 19:17,user,NA,1,0,345,141,622,2.9,0,0,0,0,0
6704,fishnov,ÄÐ,½ðÅ£×ù,2018/1/12 13:57,user,NA,0,0,659,64,550,2.6,0,0,0,0,0
6705,dddsss,ÄÐ,ÉäÊÖ×ù,2017/5/22 17:10,user,NA,0,0,435,116,415,2.8,0,0,0,0,0
6706,wmlh,ÄÐ,Ë«×Ó×ù,2018/1/26 21:38,user,NA,0,0,428,4,119,1.9,0,0,0,0,0
6707,belief,Å®,Ìì³Ó×ù,2016/5/25 1:43,user,NA,1,0,1300,363,52,3.3,0,0,0,0,0
6708,larsar,ÄÐ,Ìì³Ó×ù,2017/8/31 16:56,user,NA,0,0,1528,537,516,3.4,0,0,0,0,0
6709,kwydk,ÄÐ,ÌìÐ«×ù,2018/1/27 13:35,user,NA,0,0,7377,835,664,3.7,0,0,0,0,0
6710,isutery,ÄÐ,ÉäÊÖ×ù,2018/1/25 19:14,user,NA,0,0,266,18,118,1.6,0,0,0,0,0
6711,zhanwenqian,Å®,Ä¦ôÉ×ù,2018/1/13 9:41,user,NA,1,0,147,2,105,1.7,0,0,0,0,0
6712,jintingpku,ÄÐ,Ìì³Ó×ù,2018/1/27 14:20,user,NA,0,0,454,5,364,1.4,0,0,0,0,0
6713,ReMichael,ÄÐ,´¦Å®×ù,2018/1/19 23:23,user,NA,0,0,17,1,112,0.3,0,0,0,0,0
6714,Windrunnerlx,ÄÐ,ÉäÊÖ×ù,2017/10/10 17:26,user,NA,0,0,5,0,11,0.2,0,0,0,0,0
6715,kyqykj,±£ÃÜ,±£ÃÜ,2018/1/27 14:02,user,NA,0,1,728,280,364,2.9,0,0,0,0,0
6716,wxiaofang,Å®,Ä¦ôÉ×ù,2016/6/12 20:16,user,NA,1,0,2333,428,71,3.3,0,0,0,0,0
6717,weimingy,ÄÐ,ÌìÐ«×ù,2018/1/18 10:18,user,NA,0,0,20,1,110,0.1,0,0,0,0,0
6718,ByTwilight,±£ÃÜ,Ë«×Ó×ù,2017/12/15 11:59,user,NA,0,1,8,2,76,0.3,0,0,0,0,0
6719,tanlei,±£ÃÜ,´¦Å®×ù,2017/8/10 1:17,user,NA,0,1,194,12,461,2.2,0,0,0,0,0
6720,Jacksword,ÄÐ,ÌìÐ«×ù,2017/7/31 19:31,user,NA,0,0,582,25,385,2.3,0,0,0,0,0
6721,Akatsukizjc,ÄÐ,Ä¦ôÉ×ù,2018/1/6 16:13,user,NA,0,0,8,0,99,0.5,0,0,0,0,0
6722,seasonstar,ÄÐ,Ìì³Ó×ù,2017/4/11 12:39,user,NA,0,0,2565,140,373,2.9,3,0,0,0,0
6723,youyoushi,Å®,Ä¦ôÉ×ù,2017/12/26 10:22,user,NA,1,0,6502,11312,632,5.2,3,0,0,0,0
6724,seasideice,ÄÐ,±£ÃÜ,2018/1/26 13:48,°æÎñ,NA,0,0,4837,3099,663,4.4,0,1,1,0,0
6725,jjjian,ÄÐ,¾ÞÐ·×ù,2016/9/17 17:29,user,NA,0,0,949,149,168,2.9,0,0,0,0,0
6726,Ara,ÄÐ,Ìì³Ó×ù,2017/12/19 23:49,user,NA,0,0,5,0,81,0.1,0,0,0,0,0
6727,bobgogo,±£ÃÜ,ÄµÑò×ù,2018/1/12 9:57,user,NA,0,1,23,12,104,0.6,0,0,0,0,0
6728,Ethan,ÄÐ,ÄµÑò×ù,2017/10/25 11:06,user,NA,0,0,493,2,270,1.7,0,0,0,0,0
6729,pest,Å®,ÉäÊÖ×ù,2016/12/7 22:21,user,NA,1,0,885,66,249,2.6,0,0,0,0,0
6730,asdliubo,ÄÐ,ÉäÊÖ×ù,2018/1/27 14:11,user,NA,0,0,1771,2,453,2,0,0,0,0,0
6731,Rickyqiqi,ÄÐ,±£ÃÜ,2018/1/20 13:23,user,NA,0,0,2,0,22,0,0,0,0,0,0
6732,MCHotDog,ÄÐ,±£ÃÜ,2018/1/9 13:52,user,NA,0,0,1,0,11,0,0,0,0,0,0
6733,lichangchang,±£ÃÜ,ÌìÐ«×ù,2018/1/23 9:04,user,NA,0,1,355,7,115,1.7,0,0,0,0,0
6734,zhutao,ÄÐ,Ä¦ôÉ×ù,2018/1/11 11:51,user,NA,0,0,2026,69,648,2.6,0,0,0,0,0
6735,peakzhou,ÄÐ,Ë«Óã×ù,2016/7/6 21:15,user,NA,0,0,1458,535,95,3.4,0,0,0,0,0
6736,xiaoguaishou,Å®,Ä¦ôÉ×ù,2018/1/17 15:51,user,NA,1,0,41,3,110,0.2,0,0,0,0,0
6737,nastya,Å®,Ê¨×Ó×ù,2018/1/16 10:38,user,NA,1,0,125,17,108,0.8,0,0,0,0,0
6738,abcdefD,±£ÃÜ,±£ÃÜ,2018/1/26 15:08,user,NA,0,1,2,0,29,0,0,0,0,0,0
6739,highfar,±£ÃÜ,±£ÃÜ,2018/1/9 11:46,user,NA,0,1,129,15,101,1.3,0,0,0,0,0
6740,leahzzlei,Å®,Ê¨×Ó×ù,2016/9/13 16:54,user,NA,1,0,788,374,164,3.3,0,0,0,0,0
6741,ramatv,ÄÐ,´¦Å®×ù,2017/12/13 21:20,user,NA,0,0,54,2,320,0.6,0,0,0,0,0
6742,usui,Å®,½ðÅ£×ù,2017/12/15 11:55,user,NA,1,0,2172,148,621,2.9,0,0,0,0,0
6743,summerdeer,Å®,Ë®Æ¿×ù,2017/7/17 10:54,user,NA,1,0,1399,88,470,2.7,0,0,0,0,0
6744,herlang,ÄÐ,½ðÅ£×ù,2017/12/18 9:33,user,NA,0,0,192,6,586,2.1,0,0,0,0,0
6745,teslaatum,ÄÐ,±£ÃÜ,2017/9/30 17:35,user,NA,0,0,347,0,1,0.5,0,0,0,0,0
6746,WVivian,Å®,Ë«×Ó×ù,2018/1/27 11:41,user,NA,1,0,2575,55,664,2.6,0,0,0,0,0
6747,changzhen,Å®,Ê¨×Ó×ù,2018/1/9 16:28,user,NA,1,0,168,6,102,2,0,0,0,0,0
6748,ganyuzl,ÄÐ,Ä¦ôÉ×ù,2018/1/27 12:24,user,NA,0,0,1090,33,412,2.4,0,0,0,0,0
6749,fairywell,Å®,±£ÃÜ,2017/12/27 11:13,user,NA,1,0,79,3,88,1.9,0,0,0,0,0
6750,emilia,±£ÃÜ,±£ÃÜ,2017/10/21 17:15,user,NA,0,1,549,1,22,0.3,0,0,0,0,0
6751,guanjw,ÄÐ,´¦Å®×ù,2018/1/26 11:15,user,NA,0,0,3,0,28,0,0,0,0,0,0
6752,yangyan,ÄÐ,´¦Å®×ù,2018/1/25 17:14,user,NA,0,0,7,1,118,0.4,0,0,0,0,0
6753,Zhangsy,ÄÐ,ÉäÊÖ×ù,2018/1/20 13:21,user,NA,0,0,306,40,112,1.3,0,0,0,0,0
6754,adamljj,ÄÐ,ÄµÑò×ù,2017/8/3 2:44,user,NA,0,0,2680,404,487,3.3,0,0,0,0,0
